iso3,name,population,gdp_per_capita,gdp_growth,military_expenditure,literacy_rate,human_capital_index,health_expenditure,tertiary_enrollment,science_investment,male_population_pct,life_expectancy
SXM,Sint Maarten (Dutch part),43350,41472.5874498583,3.00000000000014,,,,,7.65284309533989,,48.6632372955641,76.528
SVK,Slovak Republic,5422069,25992.6748502048,1.93867445549446,2.01078152849676,,0.664987325668335,7.35262203,54.4743194580078,1.03359,48.8201229034859,78.3707317073171
SVN,Slovenia,2127400,34301.0318686594,1.73139722479493,1.31001116486788,,0.774986982345581,9.87630939,80.0806884765625,2.13385,50.2459766545193,82.2853658536585
SLB,Solomon Islands,819198,1933.55538435227,2.99755987604104,,,0.419872611761093,5.36366177,,,51.1288493488135,70.694
SOM,"Somalia, Fed. Rep.",19009151,629.538899449007,4.11139335779471,1.58578050121769,54.1199989318848,,3.74413586,,,50.0958196397093,58.967
ZAF,South Africa,64007187,6267.186814093,0.534843531905139,0.700150834276412,91.1500015258789,0.425453394651413,8.90966797,23.493768799339,0.61479,48.6710226567373,66.312
SSD,South Sudan,11943408,,,1.9617070809135,,0.306520849466324,11.61002254,,,49.1849897449706,57.738
ESP,Spain,48848840,35326.7683069278,3.45525405630191,1.43210737406914,99.6999969482422,0.728255033493042,9.2206583,93.7689666748047,1.49362,49.0955150629005,83.8878048780488
LKA,Sri Lanka,21916000,4515.56787322732,5.00871930957159,1.42539087177796,92.7399978637695,0.598324298858643,3.68313766,20.7412633848006,0.10506,48.3802175118861,77.672
KNA,St. Kitts and Nevis,46843,23960.6534357084,0.312226855858171,,,0.586181640625,5.73595428,,,47.8684115022522,72.281
LCA,St. Lucia,179744,14181.6303351598,3.89175024218898,,,0.602564752101898,4.7298274,15.0396404266357,,49.3718844578957,72.846
MAF,St. Martin (French part),26129,21668.3776525323,4.89999967133534,,,,,,,46.5000574074783,80.438
VCT,St. Vincent and the Grenadines,100616,11501.2265187188,4.06183490050209,,,0.533341825008392,4.43696308,41.4983277591973,,50.9223185179296,71.382
SDN,Sudan,50448963,984.607666015625,-13.9643375197179,0.925377247984565,,0.377445191144943,2.85165739,,,49.5803035634251,66.521
